Raw Review,Cleaned Review
"Matthew Vaughn has always been a director I have admired. Whether you are talking about his earlier works in Layer Cake or Stardust, or his over-the-top action films in Kick-Ass or The Kingsman films, I have never disliked his work until recently. It was not until 2021's The King's Man that I found his work to feel a little stale. That film didn't work for me on many levels, but I have either liked or loved the rest of his filmography otherwise. Well, you can put Argylle down as another one of his that I liked. There has been a lot of criticism, but I do not fully agree with it.This is going to be a difficult one to describe without sounding confusing, but I will give it a go. Elly Conway (Bryce Dallas Howard) is a novelist who has written a book series known as Argylle. What she does not realize is that the events of the book have actually happened in reality and continue to happen in real-time as she writes her next sequel. In comes Aidan Wilde (Sam Rockwell), a spy who shows up to protect Elly and takes her on a crazy adventure, avoiding a real-life spy organization out to get her. While this plot goes on, Elly sees visions of the main character in her book, Argylle (Henry Cavill), who helps her both keep and lose focus on her tasks. What I will say is that this film did not market itself well.Audiences see Henry Cavill, Dua Lipa, and John Cena all over the posters and trailers, but in reality, they collectively have about 10-20 minutes of screen time in a film that is nearly two and a half hours long. Some viewers will be bothered by this so I thought I would mention it, but the fact is, I love both Sam Rockwell and Bryce Dallas Howard and I thoroughly enjoyed their chemistry together here, so I was easily able to forgive that. Where I will complain about the film though, is the fact that it tries to be too clever for its own good. Once something is revealed to the audience as a twist, another twist or two is layered within that twist, and then another few twists are just around the corner. It kept me on the edge of my seat and made it impossible to predict what was coming next (even though I kind of predicted the ending), which was nice, it was just too much all at once.Aside from the ridiculous amount of twists, this film (aside from the opening action sequences) has a fun story and quite a bit of action, especially in the last act. With that said though, as long as you are in for anything (as I was being a Matthew Vaughn fan), the last 30 minutes are just simply wild. Once the main plot twist occurs in the film, it becomes a completely different experience and it shifts gears into silliness, but because I like how Vaughn does silly, I was still in for the ride. I also liked the second Kingsman film, so I know this one won't be for everyone. Simply put, this film is too much, but it was too much of a bunch of things I enjoyed watching, so I can't be overly harsh here. In my opinion, Argylle is a good time and I recommend it, but be aware it gets pretty bonkers.",matthew vaughn alway director admir whether talk earlier work layer cake stardust overthetop action film kickass kingsman film never dislik work recent king man found work feel littl stale film didnt work mani level either like love rest filmographi otherwis well put argyl anoth one like lot critic fulli agre itthi go difficult one describ without sound confus give go elli conway bryce dalla howard novelist written book seri known argyl realiz event book actual happen realiti continu happen realtim write next sequel come aidan wild sam rockwel spi show protect elli take crazi adventur avoid reallif spi organ get plot goe elli see vision main charact book argyl henri cavil help keep lose focu task say film market wellaudi see henri cavil dua lipa john cena poster trailer realiti collect minut screen time film nearli two half hour long viewer bother thought would mention fact love sam rockwel bryce dalla howard thoroughli enjoy chemistri togeth easili abl forgiv complain film though fact tri clever good someth reveal audienc twist anoth twist two layer within twist anoth twist around corner kept edg seat made imposs predict come next even though kind predict end nice much onceasid ridicul amount twist film asid open action sequenc fun stori quit bit action especi last act said though long anyth matthew vaughn fan last minut simpli wild main plot twist occur film becom complet differ experi shift gear silli like vaughn silli still ride also like second kingsman film know one wont everyon simpli put film much much bunch thing enjoy watch cant overli harsh opinion argyl good time recommend awar get pretti bonker
"Matthew Vaughn is a filmmaker who is hit or miss as I enjoyed some of works on Layer Cake, Kick-Ass, and Kingsman: The Secret Service. Argylle has a decent concept and a wonderful cast but unfortunately, this movie is a gigantic mess and might just be his worst movie.Throughout, the production, costumes and camerawork is okay but it feels cheap. The action and stunt moments are pretty solid as there are some decent strong action moments and thrills throughout. Most of the performances were just...fine. Bryce Dallas Howard and Sam Rockwell are doing solid performances but lack chemistry between each other and the rest of the cast members were mostly meh or not good performances. Henry Cavill is just Henry Cavill.Vaughn's direction was messy and the narrative is an interesting concept but it feels predictable and repetitive as it tries to add plot twists and other concepts together which makes it convoluted. Because of that, it made the characters uninteresting and some of the dramatic elements to be a bit boring.With good action and stunts, there are surprisingly some really awful CGI moments throughout. My god that CGI cat is horrendous. The dialogue is pretty rough, the humor and soundtrack is pretty bad, and honestly, this almost feels like something AI would make.I think it's safe to say Matthew Vaughn has kind of lost his touch on what makes his other works really entertaining.",matthew vaughn filmmak hit miss enjoy work layer cake kickass kingsman secret servic argyl decent concept wonder cast unfortun movi gigant mess might worst moviethroughout product costum camerawork okay feel cheap action stunt moment pretti solid decent strong action moment thrill throughout perform justfin bryce dalla howard sam rockwel solid perform lack chemistri rest cast member mostli meh good perform henri cavil henri cavillvaughn direct messi narr interest concept feel predict repetit tri add plot twist concept togeth make convolut made charact uninterest dramat element bit boringwith good action stunt surprisingli realli aw cgi moment throughout god cgi cat horrend dialogu pretti rough humor soundtrack pretti bad honestli almost feel like someth ai would makei think safe say matthew vaughn kind lost touch make work realli entertain
"Firstly ignore the critic's, they really need to chill out sometimes.. Argylle is a fun packed, totally silly movie. Just sit back, don't have preconceptions, and enjoy what is a entertaining film. Sam Rockwell partnership with Bryce Dallas Howard works brilliantly, creating some fabulous funny moments in the film. The whole cast interact their character roles brilliantly with each other creating a comic strip world that revolves around Kingsman narrative. Yes, you could make a case to criticise too much CGI or script isn't hitting the mark, but I want to watch a film and escape the depressing state of the world, I left the cinema having had a great laugh 😃",firstli ignor critic realli need chill sometim argyl fun pack total silli movi sit back dont preconcept enjoy entertain film sam rockwel partnership bryce dalla howard work brilliantli creat fabul funni moment film whole cast interact charact role brilliantli creat comic strip world revolv around kingsman narr ye could make case criticis much cgi script isnt hit mark want watch film escap depress state world left cinema great laugh
"My wife and I watched Argylle (2024) in theaters last night. The storyline revolves around a world-renowned author of spy novels facing a writer's block. She seeks to visit her mother to overcome her mental block, only to discover on her way there her books' are non-fictional and have an impact on reality. What other secrets about her abilities does she remain unaware of?Directed by Matthew Vaughn (Kick-Ass), the film stars Henry Cavill (Man of Steel), Bryce Dallas Howard (The Help), Sam Rockwell (Seven Psychopaths), Bryan Cranston (Breaking Bad), John Cena (Peacemaker), and Samuel L. Jackson (Pulp Fiction).This movie is a complete disaster. It's been a long time since I've seen something this bad. Despite an outstanding cast, every actor is poorly utilized, with only Sam Rockwell's character being hit or miss. Bryce Dallas Howard feels miscast, and the addition of a cat, an awkward skating scene, and a nonsensical dance/smoke sequence contribute to the film's overall failure. The final fight is lackluster, and even the one worthwhile scene featuring Samuel L. Jackson's wine analogy falls flat. Henry Cavill and John Cena add nothing of value, and the film's only redeeming scene, the train sequence, was already shown in previews. The ending hints at an ""Argylle/Kingsman"" Apple+ TV series, but after this disappointment, who needs it?In conclusion, Argylle is a disaster for Apple+ TV, falling far short of the triumphant television series spinoff they hoped for. I would score this a 1/10 and strongly recommend skipping it.",wife watch argyl theater last night storylin revolv around worldrenown author spi novel face writer block seek visit mother overcom mental block discov way book nonfict impact realiti secret abil remain unawar ofdirect matthew vaughn kickass film star henri cavil man steel bryce dalla howard help sam rockwel seven psychopath bryan cranston break bad john cena peacemak samuel l jackson pulp fictionthi movi complet disast long time sinc ive seen someth bad despit outstand cast everi actor poorli util sam rockwel charact hit miss bryce dalla howard feel miscast addit cat awkward skate scene nonsens dancesmok sequenc contribut film overal failur final fight lacklust even one worthwhil scene featur samuel l jackson wine analog fall flat henri cavil john cena add noth valu film redeem scene train sequenc alreadi shown preview end hint argyllekingsman appl tv seri disappoint need itin conclus argyl disast appl tv fall far short triumphant televis seri spinoff hope would score strongli recommend skip
"Oof, I was looking forward seeing the new film by Matthew Vaughn and didn't want to get spoiled by watching trailers or any promotion for this. Big mistake. I honestly don't know where to start. So I start with the question that came up at least fifteen times while watching this movie. ""What happened to action movies?""
I have never been so bored by an action movie in my life. If you like real explosions, real stunts, real car chases and real locations, this movie is not for you. Not only is everything CGI like any of the action films Netflix churns out by the week. The badly integrated green screens took me out of the movie. Every time. Now you might say we are talking about one or two sequences. But this is the whole movie. I could not immerse myself in the story that is wrapped in obvious fake sets the whole time. Even regular apartments look like they took stock photos and plastered the actors on top of them. And I'm not at the edge of my seat when I see a badly rendered car swerve weightless around the corner. Hell, even the cat is CG ninety-nine percent of the time. I saw this on regular IMAX but judging by the sheer amount of 'in your face shots' I got strong vibes that this is one of those movies that will get post-converted into 3D to make an extra buck. The schtick with cross-cutting Henry Cavill was wearing thin after a minute into the train sequence, but they kept doing it.I must say at least the story is rather ambitious: what starts off with the premise of a French comedy film (La Chèvre-1981) turns slowly into a weak 'The Long Kiss Goodnight' (1996) rip-off. But the constant misdirections where sometimes obvious and too much. And they tried too many times to go emotional and failed which brings us to the other elephant in the room: The actors.I don't want to talk too much about Bryce Dallas Howard, she is as wooden as in every movie role, no surprise here. She is a obviously corpulent, which I thought was a nice touch for the role of the book author in the beginning. It makes sense if she spent most of her days at home writing. But the minute we involve her into gravity-defying action acrobatics, it becomes laughable. Here was an opportunity to create conflict even comedy to show how rusty she is in the field, but I guess the makers weren't brave enough for that. Instead we get served more unbelievable action shenanigans, Bradley James Allan's choreography and creativity is sorely missed in Vaug's films. More unforgiving, is that a reliable actor like Sam Rockwell totally misses the mark with his smarmy and dry delivery. I don't know what he's going for, but likeable or interesting it isn't. He is worse here than in Seven Psychopaths (2012). Bryan Cranston is okay in this, he tries at least to chew the scenery, but even he is giving up by the end. Most of it is the fault of the writing, to be fair. Some of dialogues, especially the ones in the book club are so cringe worthy written, I really want to blame AI for this. Scenes meandering for far too long, everything is spelled out and hits the viewer with a jack hammer. We have an exciting scene with Sam Jackson watching a basketball game immediately followed by an upload bar (ripped off from his own Kingman film). I leave it at that. And want to end with another question. Can we please get old school movies back?",oof look forward see new film matthew vaughn didnt want get spoil watch trailer promot big mistak honestli dont know start start question came least fifteen time watch movi happen action movi never bore action movi life like real explos real stunt real car chase real locat movi everyth cgi like action film netflix churn week badli integr green screen took movi everi time might say talk one two sequenc whole movi could immers stori wrap obviou fake set whole time even regular apart look like took stock photo plaster actor top im edg seat see badli render car swerv weightless around corner hell even cat cg ninetynin percent time saw regular imax judg sheer amount face shot got strong vibe one movi get postconvert make extra buck schtick crosscut henri cavil wear thin minut train sequenc kept iti must say least stori rather ambiti start premis french comedi film la chvre turn slowli weak long kiss goodnight ripoff constant misdirect sometim obviou much tri mani time go emot fail bring u eleph room actorsi dont want talk much bryce dalla howard wooden everi movi role surpris obvious corpul thought nice touch role book author begin make sen spent day home write minut involv gravitydefi action acrobat becom laughabl opportun creat conflict even comedi show rusti field guess maker werent brave enough instead get serv unbeliev action shenanigan bradley jame allan choreographi creativ sore miss vaug film unforgiv reliabl actor like sam rockwel total miss mark smarmi dri deliveri dont know he go likeabl interest isnt wors seven psychopath bryan cranston okay tri least chew sceneri even give end fault write fair dialogu especi one book club cring worthi written realli want blame ai scene meander far long everyth spell hit viewer jack hammer excit scene sam jackson watch basketbal game immedi follow upload bar rip kingman film leav want end anoth question plea get old school movi back
"So if you are going into this, you have to know it's gonna be a little campy. Similar to The Kingsman, there are moments of heart, action, and absolute craziness.Some of the scenes were a bit much, but overall this was a fun, and Interesting movie. Some of the scenes were overly dramatic and we're similar to Deadpool's opening scenes as well.The twists in the story were definitely different, came one after another. All of the actors were on point, and I loved the switches from Argyle to Real life. The worst part was the CGI cat. And I don't think Samuel Jackson said MFer once. I was shocked.",go know gonna littl campi similar kingsman moment heart action absolut crazinesssom scene bit much overal fun interest movi scene overli dramat similar deadpool open scene wellth twist stori definit differ came one anoth actor point love switch argyl real life worst part cgi cat dont think samuel jackson said mfer shock
"Is it a great movie? Not really. It's VERY good, and it's a lot of fun - possibly the most fun I've had watching a movie since...well, since The Kingsmen funnily enough. Another awesome Matthew Vaughn/MARV picture. A couple of the cast from that movie even popped up here - Samuel L Jackson playing a good guy, and Sofia Boutella playing a neutral party, where they both played villains in The Kingsmen - alongside the more prominent (on the poster, at least) names of Henry Cavill, Bryce Dallas Howard, Bryan Cranston, Catherine O'Hara (who is ALWAYS a goddess on screen), and of course Sam Rockwell.A word of warning, though. If you're looking for a serious, gritty, dark actioner like some of the Bonds, or the Bourne franchise, or really ANY of the more-traditional spy movies, you're well out of luck. However, if you're looking for something that's gonna be a LOT of fun, with Matthew Vaughn's trademark visual style and fight scene flamboyance, then by Jove you're in luck, because that's exactly what this is. And oh my goodness did I have FUN!?",great movi realli good lot fun possibl fun ive watch movi sincewel sinc kingsmen funnili enough anoth awesom matthew vaughnmarv pictur coupl cast movi even pop samuel l jackson play good guy sofia boutella play neutral parti play villain kingsmen alongsid promin poster least name henri cavil bryce dalla howard bryan cranston catherin ohara alway goddess screen cours sam rockwella word warn though your look seriou gritti dark action like bond bourn franchis realli moretradit spi movi your well luck howev your look someth that gonna lot fun matthew vaughn trademark visual style fight scene flamboy jove your luck that exactli oh good fun
"I would absolutely love to be in these Sony meetings because I am absolutely baffled how things like Madame Web are getting greenlit.Madame Web is one of the worst superhero movies ever made! It has terrible writing, characters, action setpieces and even acting. Dakota Johnson is so dull and boring as the main lead but this is probably down to the terrible script.To be fair, the movie does have an interesting concept with this Final Destination x Terminator thing. However, it is so poorly executed that it makes Morbius look like The Dark Knight.Anyway give me the ""He Was in the Amazon With My Mom When She Was Researching Spiders Right Before She Died"" cut!",would absolut love soni meet absolut baffl thing like madam web get greenlitmadam web one worst superhero movi ever made terribl write charact action setpiec even act dakota johnson dull bore main lead probabl terribl scriptto fair movi interest concept final destin x termin thing howev poorli execut make morbiu look like dark knightanyway give amazon mom research spider right die cut
"Look at the profiles for the writers that wrote Madame Web. You'll see virtually every movie they've written has a bad rating and bad reviews. Why then does Hollywood continually hire these same writers for these big budget films? I could understand if they wrote movies for Asylum Films because all their movies are terrible.Madame Web is god awful! Very difficult to sit through. None of the main characters are likeable. Even the villain is lame. It seems like the entire movie was written to set up a sequel. But why would people spend money to see the sequel of a movie that is one of the worst movies ever written? I'm shocked at how bad this movie is and if there is a sequel I certainly wont bother watching it.Stop hiring bad writers, Hollywood!",look profil writer wrote madam web youll see virtual everi movi theyv written bad rate bad review hollywood continu hire writer big budget film could understand wrote movi asylum film movi terriblemadam web god aw difficult sit none main charact likeabl even villain lame seem like entir movi written set sequel would peopl spend money see sequel movi one worst movi ever written im shock bad movi sequel certainli wont bother watch itstop hire bad writer hollywood
"Literally one of the worst superhero movies I have ever seen.From the advertisements, I knew this movie wasn't going to be great but still, it surprised me how bad and boring it was. Everything about the direction, writing, characters, technical aspects, and designs are really awful. The writing is poor as there are many concepts, ideas and aspects that are messy and bland. The messy script creates poor dialogue from the cast and the characters are not interesting. The special effects looked even worse than the marketing and all of the performances were pretty bad. I honestly do feel bad for Dakota Johnson cause she is a good actress but she deserves to have better roles then this. It can be said for the same for the rest of the cast members.The uses of product placements are annoying, action moments are dull, and and all in all, it was boring. Superhero movies shouldn't be boring but this really dragged on. It's unfortunate cause female superhero leads are something I love to see more like Wonder Woman and The Old Guard which are pretty fun. But unfortunately, it seemed that it likely isn't going to happen anytime soon.There really isn't anything else to say.Bad.",liter one worst superhero movi ever seenfrom advertis knew movi wasnt go great still surpris bad bore everyth direct write charact technic aspect design realli aw write poor mani concept idea aspect messi bland messi script creat poor dialogu cast charact interest special effect look even wors market perform pretti bad honestli feel bad dakota johnson caus good actress deserv better role said rest cast membersth use product placement annoy action moment dull bore superhero movi shouldnt bore realli drag unfortun caus femal superhero lead someth love see like wonder woman old guard pretti fun unfortun seem like isnt go happen anytim soonther realli isnt anyth el saybad
"... when I saw Dakota Johnson was starring in it. Naturally I can't lay the entirety of this hot mess at her feet. But there is some really bad campy acting happening on her part, reminiscent of the Fifty Shades of Grey movies in which she starred. Perhaps it was because the director was more interested in the placement of Pepsi cans than her performance, but I digress.Basically, this movie plays out like the cut scenes from a budget Xbox 360 game. From the ground up this thing just feels designed to fail. It feels almost Producersesque in its approach in just how every aspect is seemingly intentionally mangled, yet no one seems to care. How have we come so full circle to go through the glory of Infinity War/Logan/The Dark Knight to arrive all the way back to Batman and Robin and Catwoman levels of superhero flicks? (Bam!, Pow!, Gosh yes Batman!)How did this movie make it so far that it has an actual release, and no one stopped it? How did this idea get green lit? Why did Sony give 80 million and turn over their valuable IP to the people that wrote Morbius, Gods of Egypt, Dracula Untold and The Last Witch Hunter? How did this get past the writing process and again have that script greenlit? How could no one on the set at any point stop things? How did no one in the editing room point out how bad it looked and how much of a mess it was?But to the suits it's not about art and story. Instead it's about business, and people are just a commodity. It's cheaper to recycle known quantities, and practice nepotism and involve maybe less than talented friends, people you've worked with before, than go out and find artists with worthy stories. They don't care about art, they don't care about stories, they care about making this work for them financially, regardless of loss of reputation with audiences as a whole.Youtuber Chris Stuckmann did a deep dive on the topic of big studios being generally run by folks who came up through management rather than the creative rungs such as writing and directing when he discussed this film. His take is worth watching. For some reason, Chris doesn't do critical movie reviews since he has become a filmmaker, but I can tell by his tone that, like me, he was completely displeased watching this one. I'd avoid it.",saw dakota johnson star natur cant lay entireti hot mess foot realli bad campi act happen part reminisc fifti shade grey movi star perhap director interest placement pepsi can perform digressbas movi play like cut scene budget xbox game ground thing feel design fail feel almost producersesqu approach everi aspect seemingli intent mangl yet one seem care come full circl go glori infin warloganth dark knight arriv way back batman robin catwoman level superhero flick bam pow gosh ye batmanhow movi make far actual releas one stop idea get green lit soni give million turn valuabl ip peopl wrote morbiu god egypt dracula untold last witch hunter get past write process script greenlit could one set point stop thing one edit room point bad look much mess wasbut suit art stori instead busi peopl commod cheaper recycl known quantiti practic nepot involv mayb le talent friend peopl youv work go find artist worthi stori dont care art dont care stori care make work financi regardless loss reput audienc wholeyoutub chri stuckmann deep dive topic big studio gener run folk came manag rather creativ rung write direct discus film take worth watch reason chri doesnt critic movi review sinc becom filmmak tell tone like complet displeas watch one id avoid
"This is, well I guess this is a movie in the Sony universe that I'm SHOCKED is profitable.The story is all over the place, it's basically about Madame Web who is a paramedic and develops powers and can see into the future, with a current threat she tries to change the future, teaming up with 3 powerful characters who are yet to develop into their full potential so she must shield them and change the future to protect them.Trying not to give the little story that gets told away in the opening there but i have to be vague.What I liked, one or two good scenes, I didn't mind the end, I really liked a lot of the camera work some cool looking shots and a decent Score.But the movie is BAD, it makes Morbius look like The Batman 2022. The acting is lacking, the actors look as bored as you will feel. Script is bad, just some beyond silly lines, the story chops and changes so much your neck will hurt you, some bad CGI, and just boring action.And before people harp on about ""you don't like it because it's women leads"" no, it's just a crap film, I enjoyed the marvels, Black Widow was decent, so no, the movie regardless of its leads is just poor.Extremely disappointing, 3/10.",well guess movi soni univers im shock profitableth stori place basic madam web paramed develop power see futur current threat tri chang futur team power charact yet develop full potenti must shield chang futur protect themtri give littl stori get told away open vaguewhat like one two good scene didnt mind end realli like lot camera work cool look shot decent scorebut movi bad make morbiu look like batman act lack actor look bore feel script bad beyond silli line stori chop chang much neck hurt bad cgi bore actionand peopl harp dont like woman lead crap film enjoy marvel black widow decent movi regardless lead poorextrem disappoint
"Horrible from beginning to end, the opening scene just reeks of awful predictability from story & plot to the core. You know exactly what will happen before it even happens, the script sucks & the dialogue is even worse. There is quite noticeable audio dub edited after the fact too. This budget is 80 million, not that budget matters, because no amount of money could have saved this train wreck, but I mention this because you can still make a good film on lower budgets, Shazam, the first one, had the same budget & delt with a lot of side characters too, it's miles better, Godzilla minus one had a extremely low budget too. But this 80 million dollar film not just effects but production, feels obviously cheap, it almost feels like watching a very long pilot episode to a CW tv show.You thought Morbius was bad, that film was bad because it did the bare minimum, this film doesn't even do the bare minimum, it goes beyond comprehension below that, it just enters a point of no originality or ambition towards creating anything. There isn't even a single superhero moment, even horrible films like catwoman or Morbius has superhero moments & action, this thing doesn't, you get instead visions of the future to potentially set up sequels.This movie also has a serious problem of product placement, it's a long commercial, to be exact a long Pepsi commercial, I feel like Pepsi stopped the halftime show so they could invest in the product placement in this film. This movie was more important to them than the superbowl LOL it's just so over the top & obviously placed way too much in this film. Calvin Klein, Chase bank, the list goes on. This movie should be called superhero product placement the movie.It's barely even close to a 1/10 the cool moments are seeing what we already saw in the trailer when she's seeing the future & you think it's happening now but then it goes back to the moment she realizes it's a vision, granted it's cool the first couple times but it gets old REAL quick. & it ends up getting annoying because it's abused way too much.Thats about it, there isn't any redeeming things in this film, the acting isn't even good. I would say the 3 side character spider women that Dakota finds when they are together there was a potential spark. I saw the talent & potential, but they are failed big time by such a horrid script that the spark never even sparks, it's just like showing you the matches & gasoline & not setting the fire.Madame M0RBIUS / 10.",horribl begin end open scene reek aw predict stori plot core know exactli happen even happen script suck dialogu even wors quit notic audio dub edit fact budget million budget matter amount money could save train wreck mention still make good film lower budget shazam first one budget delt lot side charact mile better godzilla minu one extrem low budget million dollar film effect product feel obvious cheap almost feel like watch long pilot episod cw tv showyou thought morbiu bad film bad bare minimum film doesnt even bare minimum goe beyond comprehens enter point origin ambit toward creat anyth isnt even singl superhero moment even horribl film like catwoman morbiu superhero moment action thing doesnt get instead vision futur potenti set sequelsthi movi also seriou problem product placement long commerci exact long pepsi commerci feel like pepsi stop halftim show could invest product placement film movi import superbowl lol top obvious place way much film calvin klein chase bank list goe movi call superhero product placement movieit bare even close cool moment see alreadi saw trailer she see futur think happen goe back moment realiz vision grant cool first coupl time get old real quick end get annoy abus way muchthat isnt redeem thing film act isnt even good would say side charact spider woman dakota find togeth potenti spark saw talent potenti fail big time horrid script spark never even spark like show match gasolin set firemadam mrbiu
"I can honestly say that once again (not that anyone is surprised) that Sony has bombed again with its superhero content. Underwhelming action, bad characters, weird dialogue, generic villain. Its just plain badI feel bad for the cast of this movie, you have EXCELLENT talent and its just wasted in this cash grab excuse of a movieSony has proved once again it can't be trusted with superhero content and has lost what little credibility it had. If the company had any integrity or wits left they should sell their share of ownership back to Marvel and let them assume FULL creative control.I'm not optimistic for Kraven The Hunter after seeing this gross disappointment.",honestli say anyon surpris soni bomb superhero content underwhelm action bad charact weird dialogu gener villain plain badi feel bad cast movi excel talent wast cash grab excus moviesoni prove cant trust superhero content lost littl credibl compani integr wit left sell share ownership back marvel let assum full creativ controlim optimist kraven hunter see gross disappoint
"It's the worst movie and superhero adaptation I've watched in recent years. Completely atrocious effects, atrocious screenplay, and atrocious acting. Also, a big insult to all comic book readers and those who know the original story.Let me describe the movie simply. First of all, I am filled with hatred; I really want to curse the entire creative team for this unacceptable film.All the performances are bad, everyone. There's not a single good actor trying; everyone just took the role for money. It's a terrible disgrace, a total eclipse of reason.The screenplay is the worst superhero screenplay I've ever seen. It barely resembles the original story, and if there aren't scenes like the other Spider-Girls in the trailer, why include them? There's no such obligation; instead, write a decent screenplay. All action scenes are full of logical errors; they've written it without thinking, it's complete garbage.Apart from these, the direction, sorry to say, is garbage too. Most scenes are shot as if they were taken straight from a phone camera; action scenes are not shown, they're hidden due to the atrociousness of the effects. It's shameful.After these general points, Sony urgently needs to cancel this universe; the original stories are garbage, there's no logic, no connection anywhere. They're just being shot randomly. I don't like to curse, but I hope this film sinks at the box office.The last scene with Madame Web gaining her powers, those web effects, clinging to souls, it's unbelievable how you approved this film, may God punish you.I don't know which one to talk about; all the atrocities are collected in this film. Whether it's the woman going to Peru and back in 30 seconds, Spider-Man dodging with fireworks, dancing at the boys' table when my daughters are left alone, not telling the story of the Spider-Human community, or the woman talking normally while giving birth at the end, everything is a disgrace. I hope this universe sinks, and you all get fired. No one involved in the management of this film deserves their job respectfully; they should quit immediately.Note: Dakota Johnson made a statement saying she didn't watch the movie. Why are you serving a completely garbage film if you're not going to watch it? Life shouldn't be all about money for you; we, in our poverty, are trying to watch it, and this is no different from cursing all the audience's families. Shame on you.Note 2: Just now, I looked at the budget of the movie, and my anger grew even more, 80 million dollars EIGHTY MILLION. How can I not believe this money, I really can't believe it, it's nothing but disrespect to yourself, disrespect to the audience, nothing but an insult.",worst movi superhero adapt ive watch recent year complet atroci effect atroci screenplay atroci act also big insult comic book reader know origin storylet describ movi simpli first fill hatr realli want cur entir creativ team unaccept filmal perform bad everyon there singl good actor tri everyon took role money terribl disgrac total eclips reasonth screenplay worst superhero screenplay ive ever seen bare resembl origin stori arent scene like spidergirl trailer includ there oblig instead write decent screenplay action scene full logic error theyv written without think complet garbageapart direct sorri say garbag scene shot taken straight phone camera action scene shown theyr hidden due atroci effect shamefulaft gener point soni urgent need cancel univers origin stori garbag there logic connect anywher theyr shot randomli dont like cur hope film sink box officeth last scene madam web gain power web effect cling soul unbeliev approv film may god punish youi dont know one talk atroc collect film whether woman go peru back second spiderman dodg firework danc boy tabl daughter left alon tell stori spiderhuman commun woman talk normal give birth end everyth disgrac hope univers sink get fire one involv manag film deserv job respect quit immediatelynot dakota johnson made statement say didnt watch movi serv complet garbag film your go watch life shouldnt money poverti tri watch differ cur audienc famili shame younot look budget movi anger grew even million dollar eighti million believ money realli cant believ noth disrespect disrespect audienc noth insult
